timestep,policy,total_messages,total_bytes,byte_hops,max_link_load_bytes,mean_active_link_load_bytes,hot_link_count,max_hops,serialization_cycles,estimated_latency_cycles,migration_byte_hops,moved_tasks,realized_objective
96,static,64.0,16384.0,86528.0,3072.0,681.3228346456693,3,11,48.0,59.0,0.0,0,98816.0
97,static,64.0,16384.0,91136.0,3328.0,675.0814814814814,3,11,52.0,63.0,0.0,0,104448.0
98,static,64.0,16384.0,94208.0,3584.0,672.9142857142857,3,11,56.0,67.0,0.0,0,108544.0
99,static,64.0,16384.0,94720.0,4096.0,712.1804511278195,2,11,64.0,75.0,0.0,0,111104.0
4,reactive,64.0,16384.0,76032.0,1024.0,417.75824175824175,7,10,16.0,26.0,0.0,0,80128.0
5,reactive,64.0,16384.0,67584.0,768.0,344.81632653061223,18,9,12.0,21.0,0.0,0,70656.0
6,reactive,64.0,16384.0,65792.0,1024.0,378.11494252873564,2,12,16.0,28.0,30208.0,36,84992.0
7,reactive,64.0,16384.0,66816.0,1024.0,369.1491712707182,3,12,16.0,28.0,20480.0,33,81152.0
8,reactive,64.0,16384.0,78848.0,1024.0,433.2307692307692,2,13,16.0,29.0,32256.0,37,99072.0
9,reactive,64.0,16384.0,67584.0,1024.0,395.2280701754386,1,11,16.0,27.0,29184.0,46,86272.0
10,reactive,64.0,16384.0,88832.0,1024.0,441.9502487562189,5,14,16.0,30.0,37376.0,45,111616.0
11,reactive,64.0,16384.0,78592.0,1024.0,400.9795918367347,3,11,16.0,27.0,32768.0,39,99072.0
12,reactive,64.0,16384.0,87040.0,1024.0,430.8910891089109,3,10,16.0,26.0,27648.0,34,104960.0
13,reactive,64.0,16384.0,87040.0,1280.0,437.38693467336685,7,12,20.0,32.0,25088.0,36,104704.0
14,reactive,64.0,16384.0,90624.0,1024.0,464.73846153846154,11,12,16.0,28.0,36352.0,47,112896.0
15,reactive,64.0,16384.0,90112.0,1280.0,471.79057591623035,9,13,20.0,33.0,39424.0,45,114944.0
16,reactive,64.0,16384.0,90624.0,1280.0,462.3673469387755,10,13,20.0,33.0,30720.0,37,111104.0
17,reactive,64.0,16384.0,96000.0,1024.0,489.7959183673469,12,13,16.0,29.0,35840.0,46,118016.0
18,reactive,64.0,16384.0,98304.0,1280.0,506.7216494845361,19,13,20.0,33.0,46080.0,46,126464.0
19,reactive,64.0,16384.0,102400.0,1536.0,553.5135135135135,5,11,24.0,35.0,30208.0,40,123648.0
20,reactive,64.0,16384.0,95744.0,1536.0,498.6666666666667,3,13,24.0,37.0,35328.0,42,119552.0
21,reactive,64.0,16384.0,94464.0,1280.0,479.51269035532994,10,11,20.0,31.0,38400.0,40,118784.0
22,reactive,64.0,16384.0,109568.0,1280.0,537.0980392156863,20,12,20.0,32.0,31744.0,40,130560.0
23,reactive,64.0,16384.0,109568.0,1280.0,531.8834951456311,20,10,20.0,30.0,29696.0,36,129536.0
24,reactive,64.0,16384.0,93952.0,1280.0,479.3469387755102,9,13,20.0,33.0,36864.0,42,117504.0
25,reactive,64.0,16384.0,95744.0,1280.0,512.0,21,11,20.0,31.0,39936.0,48,120832.0
26,reactive,64.0,16384.0,97536.0,1280.0,518.8085106382979,15,11,20.0,31.0,36864.0,44,121088.0
27,reactive,64.0,16384.0,97792.0,1280.0,504.08247422680415,15,13,20.0,33.0,31232.0,41,118528.0
28,reactive,64.0,16384.0,91392.0,1024.0,463.9187817258883,6,11,16.0,27.0,35840.0,41,113408.0
29,reactive,64.0,16384.0,100608.0,1536.0,521.2849740932643,5,11,24.0,35.0,41472.0,45,127488.0
30,reactive,64.0,16384.0,96256.0,1280.0,491.1020408163265,16,12,20.0,32.0,39936.0,35,121344.0
31,reactive,64.0,16384.0,94720.0,1024.0,462.0487804878049,7,10,16.0,26.0,43008.0,44,120320.0
32,reactive,64.0,16384.0,85504.0,1280.0,452.4021164021164,8,13,20.0,33.0,38912.0,39,110080.0
33,reactive,64.0,16384.0,80128.0,1024.0,406.74111675126903,1,11,16.0,27.0,48640.0,46,108544.0
34,reactive,64.0,16384.0,71168.0,1024.0,388.89617486338796,1,11,16.0,27.0,40448.0,43,95488.0
35,reactive,64.0,16384.0,77056.0,1280.0,440.32,4,10,20.0,30.0,45056.0,47,104704.0
36,reactive,64.0,16384.0,84992.0,1024.0,477.4831460674157,7,10,16.0,26.0,27136.0,33,102656.0
37,reactive,64.0,16384.0,89088.0,1280.0,476.4064171122995,6,10,20.0,30.0,8192.0,10,98304.0
38,reactive,64.0,16384.0,93952.0,1536.0,484.2886597938144,2,14,24.0,38.0,16384.0,30,108288.0
39,reactive,64.0,16384.0,92416.0,1792.0,499.54594594594596,2,13,28.0,41.0,16384.0,24,107776.0
40,reactive,64.0,16384.0,88320.0,1280.0,462.4083769633508,12,12,20.0,32.0,26112.0,39,106496.0
41,reactive,64.0,16384.0,92928.0,1280.0,471.71573604060916,11,12,20.0,32.0,19968.0,25,108032.0
42,reactive,64.0,16384.0,89344.0,1024.0,485.5652173913044,11,11,16.0,27.0,23552.0,35,105216.0
43,reactive,64.0,16384.0,96000.0,1536.0,518.918918918919,2,12,24.0,36.0,23040.0,36,113664.0
44,reactive,64.0,16384.0,87040.0,1280.0,467.9569892473118,7,12,20.0,32.0,25088.0,37,104704.0
45,reactive,64.0,16384.0,86784.0,1280.0,490.3050847457627,11,12,20.0,32.0,22528.0,33,103168.0
46,reactive,64.0,16384.0,88320.0,1280.0,498.9830508474576,10,10,20.0,30.0,16896.0,34,101888.0
47,reactive,64.0,16384.0,93184.0,1536.0,514.828729281768,7,11,24.0,35.0,12800.0,28,105728.0
48,reactive,64.0,16384.0,91648.0,1536.0,548.7904191616766,3,12,24.0,36.0,21504.0,34,108544.0
49,reactive,64.0,16384.0,84736.0,1280.0,484.2057142857143,13,11,20.0,31.0,19968.0,27,99840.0
50,reactive,64.0,16384.0,90624.0,1280.0,523.8381502890173,16,12,20.0,32.0,20480.0,34,105984.0
51,reactive,64.0,16384.0,83456.0,1792.0,488.046783625731,3,12,28.0,40.0,17408.0,35,99328.0
52,reactive,64.0,16384.0,77568.0,1792.0,450.9767441860465,4,12,28.0,40.0,16384.0,27,92928.0
53,reactive,64.0,16384.0,74752.0,2048.0,470.1383647798742,3,11,32.0,43.0,24576.0,35,95232.0
54,reactive,64.0,16384.0,73216.0,2048.0,457.6,3,9,32.0,41.0,16896.0,26,89856.0
55,reactive,64.0,16384.0,77568.0,1792.0,487.8490566037736,2,12,28.0,40.0,24064.0,34,96768.0
56,reactive,64.0,16384.0,78080.0,2048.0,503.741935483871,1,12,32.0,44.0,17408.0,31,94976.0
57,reactive,64.0,16384.0,81152.0,2048.0,530.40522875817,3,11,32.0,43.0,14336.0,23,96512.0
58,reactive,64.0,16384.0,75008.0,2048.0,528.2253521126761,4,10,32.0,42.0,16896.0,25,91648.0
59,reactive,64.0,16384.0,80384.0,3072.0,528.8421052631579,3,13,48.0,61.0,12800.0,23,99072.0
60,reactive,64.0,16384.0,77312.0,2048.0,540.6433566433567,4,11,32.0,43.0,20480.0,30,95744.0
61,reactive,64.0,16384.0,80640.0,2560.0,534.0397350993378,3,14,40.0,54.0,13312.0,24,97536.0
62,reactive,64.0,16384.0,75776.0,2048.0,488.8774193548387,1,12,32.0,44.0,14848.0,27,91392.0
63,reactive,64.0,16384.0,80384.0,1792.0,532.3443708609271,3,11,28.0,39.0,17408.0,24,96256.0
64,reactive,64.0,16384.0,82176.0,1792.0,540.6315789473684,7,12,28.0,40.0,14848.0,20,96768.0
65,reactive,64.0,16384.0,76800.0,2048.0,537.0629370629371,2,11,32.0,43.0,19456.0,25,94720.0
66,reactive,64.0,16384.0,75520.0,1536.0,563.5820895522388,12,9,24.0,33.0,17920.0,27,90624.0
67,reactive,64.0,16384.0,77568.0,1792.0,534.951724137931,3,12,28.0,40.0,14336.0,27,91904.0
68,reactive,64.0,16384.0,69120.0,1536.0,454.7368421052632,4,9,24.0,33.0,24064.0,34,87296.0
69,reactive,64.0,16384.0,76032.0,2304.0,531.6923076923077,2,11,36.0,47.0,14336.0,25,92416.0
70,reactive,64.0,16384.0,73216.0,2048.0,494.7027027027027,2,13,32.0,45.0,16384.0,28,89600.0
71,reactive,64.0,16384.0,72448.0,2048.0,479.7880794701987,2,11,32.0,43.0,14848.0,26,88064.0
72,reactive,64.0,16384.0,77056.0,2816.0,503.63398692810455,2,13,44.0,57.0,22528.0,27,99584.0
73,reactive,64.0,16384.0,68096.0,1536.0,428.27672955974845,4,12,24.0,36.0,23040.0,28,85760.0
74,reactive,64.0,16384.0,67584.0,1792.0,466.09655172413795,3,10,28.0,38.0,26112.0,23,87808.0
75,reactive,64.0,16384.0,68096.0,2048.0,439.3290322580645,4,10,32.0,42.0,24064.0,25,88320.0
76,reactive,64.0,16384.0,64768.0,2048.0,446.6758620689655,2,12,32.0,44.0,33280.0,40,89600.0
77,reactive,64.0,16384.0,68608.0,1536.0,460.4563758389262,2,12,24.0,36.0,18432.0,26,83968.0
78,reactive,64.0,16384.0,67328.0,1280.0,451.86577181208054,8,12,20.0,32.0,20480.0,29,82688.0
79,reactive,64.0,16384.0,68096.0,1536.0,472.8888888888889,4,12,24.0,36.0,19968.0,20,84224.0
80,reactive,64.0,16384.0,64512.0,2048.0,467.4782608695652,1,11,32.0,43.0,16384.0,33,80896.0
81,reactive,64.0,16384.0,65792.0,2560.0,476.7536231884058,1,12,40.0,52.0,19456.0,25,85760.0
82,reactive,64.0,16384.0,67584.0,1792.0,469.3333333333333,1,8,28.0,36.0,20480.0,26,84992.0
83,reactive,64.0,16384.0,68096.0,2048.0,500.70588235294116,1,11,32.0,43.0,15872.0,26,84224.0
84,reactive,64.0,16384.0,71936.0,1536.0,499.55555555555554,6,10,24.0,34.0,12288.0,23,84224.0
85,reactive,64.0,16384.0,68096.0,1280.0,469.6275862068965,7,9,20.0,29.0,20480.0,31,83456.0
86,reactive,64.0,16384.0,66048.0,1280.0,449.3061224489796,9,10,20.0,30.0,11776.0,24,77056.0
87,reactive,64.0,16384.0,64000.0,1536.0,457.14285714285717,5,9,24.0,33.0,21504.0,30,80896.0
88,reactive,64.0,16384.0,61184.0,1792.0,463.5151515151515,1,10,28.0,38.0,21504.0,33,79104.0
89,reactive,64.0,16384.0,70912.0,1536.0,479.13513513513516,6,11,24.0,35.0,15360.0,26,84736.0
90,reactive,64.0,16384.0,74496.0,1792.0,510.24657534246575,3,10,28.0,38.0,18944.0,28,91136.0
91,reactive,64.0,16384.0,77568.0,1536.0,527.6734693877551,4,11,24.0,35.0,19968.0,27,93696.0
92,reactive,64.0,16384.0,76544.0,1536.0,493.8322580645161,4,10,24.0,34.0,23552.0,28,94464.0
93,reactive,64.0,16384.0,75776.0,1792.0,495.26797385620915,1,9,28.0,37.0,12800.0,20,89344.0
94,reactive,64.0,16384.0,77056.0,1792.0,453.2705882352941,1,9,28.0,37.0,12288.0,24,90368.0
95,reactive,64.0,16384.0,78080.0,1792.0,470.3614457831325,2,11,28.0,39.0,13824.0,23,92160.0
96,reactive,64.0,16384.0,79616.0,2304.0,520.3660130718954,1,14,36.0,50.0,20992.0,30,99328.0
97,reactive,64.0,16384.0,82944.0,2304.0,518.4,2,11,36.0,47.0,13824.0,20,99072.0
98,reactive,64.0,16384.0,81408.0,2048.0,499.4355828220859,4,12,32.0,44.0,18432.0,25,98816.0
99,reactive,64.0,16384.0,80896.0,2304.0,550.3129251700681,3,12,36.0,48.0,16384.0,22,98304.0
4,history,64.0,16384.0,76032.0,1024.0,417.75824175824175,7,10,16.0,26.0,0.0,0,80128.0
5,history,64.0,16384.0,67584.0,768.0,344.81632653061223,18,9,12.0,21.0,0.0,0,70656.0
6,history,64.0,16384.0,70144.0,1024.0,398.54545454545456,3,10,16.0,26.0,37888.0,48,93184.0
7,history,64.0,16384.0,73216.0,1280.0,393.63440860215053,9,11,20.0,31.0,41472.0,51,99072.0
8,history,64.0,16384.0,78848.0,1280.0,419.40425531914894,11,10,20.0,30.0,49664.0,49,108800.0
9,history,64.0,16384.0,66560.0,1280.0,432.2077922077922,7,12,20.0,32.0,45568.0,50,94464.0
10,history,64.0,16384.0,80384.0,1280.0,470.08187134502924,8,11,20.0,31.0,51200.0,53,111104.0
11,history,64.0,16384.0,87808.0,1024.0,467.06382978723406,6,12,16.0,28.0,54272.0,47,119040.0
12,history,64.0,16384.0,92672.0,1280.0,490.32804232804233,7,11,20.0,31.0,58368.0,59,126976.0
13,history,64.0,16384.0,96256.0,1024.0,503.9581151832461,13,12,16.0,28.0,63488.0,57,132096.0
14,history,64.0,16384.0,101632.0,1280.0,523.8762886597938,18,11,20.0,31.0,55296.0,57,134400.0
15,history,64.0,16384.0,93184.0,1536.0,490.4421052631579,3,13,24.0,37.0,53760.0,49,126208.0
16,history,64.0,16384.0,97280.0,1024.0,498.87179487179486,6,13,16.0,29.0,58368.0,60,130560.0
17,history,64.0,16384.0,91648.0,1280.0,465.2182741116751,10,11,20.0,31.0,68096.0,60,130816.0
18,history,64.0,16384.0,102912.0,1536.0,525.0612244897959,9,11,24.0,35.0,53248.0,55,135680.0
19,history,64.0,16384.0,90880.0,1280.0,491.2432432432432,13,12,20.0,32.0,45056.0,50,118528.0
20,history,64.0,16384.0,84992.0,1024.0,469.56906077348066,5,11,16.0,27.0,62464.0,57,120320.0
21,history,64.0,16384.0,93696.0,1280.0,473.2121212121212,15,13,20.0,33.0,59392.0,59,128512.0
22,history,64.0,16384.0,104704.0,1280.0,528.8080808080808,20,13,20.0,33.0,59392.0,54,139520.0
23,history,64.0,16384.0,98048.0,1280.0,490.24,6,11,20.0,31.0,64512.0,56,135424.0
24,history,64.0,16384.0,78592.0,1024.0,429.46448087431696,4,11,16.0,27.0,53248.0,55,109312.0
25,history,64.0,16384.0,92160.0,1024.0,482.5130890052356,11,13,16.0,29.0,61440.0,57,126976.0
26,history,64.0,16384.0,107264.0,1280.0,544.4873096446701,19,11,20.0,31.0,39936.0,53,132352.0
27,history,64.0,16384.0,98304.0,1536.0,512.0,7,13,24.0,37.0,48640.0,53,128768.0
28,history,64.0,16384.0,91392.0,1024.0,459.2562814070352,5,12,16.0,28.0,55808.0,54,123392.0
29,history,64.0,16384.0,91904.0,1024.0,452.72906403940885,7,13,16.0,29.0,60928.0,56,126464.0
30,history,64.0,16384.0,99584.0,1280.0,518.6666666666666,12,13,20.0,33.0,66560.0,59,137984.0
31,history,64.0,16384.0,97536.0,1280.0,490.13065326633165,14,13,20.0,33.0,53248.0,52,129280.0
32,history,64.0,16384.0,96768.0,1024.0,493.7142857142857,6,11,16.0,27.0,62976.0,55,132352.0
33,history,64.0,16384.0,72192.0,1024.0,432.2874251497006,5,11,16.0,27.0,55296.0,58,103936.0
34,history,64.0,16384.0,65792.0,1024.0,401.1707317073171,4,11,16.0,27.0,61440.0,53,100608.0
35,history,64.0,16384.0,85504.0,1536.0,502.9647058823529,5,11,24.0,35.0,50688.0,52,116992.0
36,history,64.0,16384.0,82176.0,1280.0,461.6629213483146,11,10,20.0,30.0,46080.0,44,110336.0
37,history,64.0,16384.0,82688.0,1792.0,507.28834355828224,5,12,28.0,40.0,44032.0,49,111872.0
38,history,64.0,16384.0,88320.0,1280.0,460.0,6,13,20.0,33.0,49152.0,54,118016.0
39,history,64.0,16384.0,89344.0,1280.0,482.94054054054055,12,11,20.0,31.0,55296.0,56,122112.0
40,history,64.0,16384.0,90368.0,1024.0,485.8494623655914,10,13,16.0,29.0,57344.0,51,123136.0
41,history,64.0,16384.0,88832.0,1280.0,472.51063829787233,12,11,20.0,31.0,58368.0,60,123136.0
42,history,64.0,16384.0,86272.0,1536.0,479.2888888888889,1,12,24.0,36.0,57344.0,55,121088.0
43,history,64.0,16384.0,94976.0,1280.0,510.6236559139785,16,12,20.0,32.0,60928.0,57,130560.0
44,history,64.0,16384.0,92416.0,1280.0,473.92820512820515,8,13,20.0,33.0,54272.0,53,124672.0
45,history,64.0,16384.0,89088.0,1280.0,486.8196721311475,10,14,20.0,34.0,58880.0,56,123648.0
46,history,64.0,16384.0,91392.0,1280.0,494.0108108108108,7,12,20.0,32.0,48128.0,51,120576.0
47,history,64.0,16384.0,86272.0,1280.0,476.64088397790056,12,11,20.0,31.0,56320.0,59,119552.0
48,history,64.0,16384.0,93184.0,1280.0,482.81865284974094,16,12,20.0,32.0,54272.0,57,125440.0
49,history,64.0,16384.0,90112.0,1536.0,492.41530054644807,5,12,24.0,36.0,50176.0,58,121344.0
50,history,64.0,16384.0,84224.0,1280.0,473.1685393258427,12,11,20.0,31.0,45056.0,55,111872.0
51,history,64.0,16384.0,84992.0,1280.0,508.9341317365269,16,9,20.0,29.0,38912.0,47,109568.0
52,history,64.0,16384.0,79104.0,1536.0,473.67664670658684,8,11,24.0,35.0,41472.0,51,105984.0
53,history,64.0,16384.0,83712.0,3072.0,513.5705521472393,2,11,48.0,59.0,40960.0,54,116480.0
54,history,64.0,16384.0,77824.0,1792.0,492.55696202531647,3,10,28.0,38.0,34304.0,53,102144.0
55,history,64.0,16384.0,77824.0,2048.0,483.37888198757764,3,10,32.0,42.0,37376.0,48,104704.0
56,history,64.0,16384.0,83456.0,1536.0,518.360248447205,9,10,24.0,34.0,32256.0,50,105728.0
57,history,64.0,16384.0,75776.0,1792.0,467.75308641975306,4,10,28.0,38.0,38400.0,45,102144.0
58,history,64.0,16384.0,79616.0,2048.0,482.5212121212121,3,11,32.0,43.0,46592.0,53,111104.0
59,history,64.0,16384.0,76032.0,1792.0,460.8,3,12,28.0,40.0,37888.0,44,102144.0
