timestep,policy,total_messages,total_bytes,byte_hops,max_link_load_bytes,mean_active_link_load_bytes,hot_link_count,max_hops,serialization_cycles,estimated_latency_cycles,migration_byte_hops,moved_tasks,realized_objective
71,reactive,64.0,16384.0,55552.0,768.0,347.2,4,13,12.0,25.0,5632.0,9,61440.0
72,reactive,64.0,16384.0,56832.0,768.0,352.99378881987576,5,13,12.0,25.0,0.0,0,59904.0
73,reactive,64.0,16384.0,55296.0,768.0,354.46153846153845,2,13,12.0,25.0,2560.0,6,59648.0
74,reactive,64.0,16384.0,54016.0,768.0,344.0509554140127,1,13,12.0,25.0,2048.0,6,58112.0
75,reactive,64.0,16384.0,47360.0,512.0,317.8523489932886,36,13,8.0,21.0,8192.0,14,53504.0
76,reactive,64.0,16384.0,51200.0,768.0,339.07284768211923,4,13,12.0,25.0,0.0,0,54272.0
77,reactive,64.0,16384.0,53248.0,768.0,348.0261437908497,5,13,12.0,25.0,0.0,0,56320.0
78,reactive,64.0,16384.0,56064.0,768.0,361.7032258064516,8,13,12.0,25.0,0.0,0,59136.0
79,reactive,64.0,16384.0,56064.0,768.0,359.38461538461536,8,13,12.0,25.0,512.0,2,59392.0
80,reactive,64.0,16384.0,58368.0,1024.0,358.0858895705521,1,13,16.0,29.0,3584.0,4,64256.0
81,reactive,64.0,16384.0,58368.0,1024.0,369.4177215189873,1,13,16.0,29.0,7680.0,12,66304.0
82,reactive,64.0,16384.0,49920.0,768.0,364.3795620437956,6,10,12.0,22.0,8704.0,7,57344.0
83,reactive,64.0,16384.0,49408.0,768.0,360.64233576642334,6,10,12.0,22.0,2048.0,4,53504.0
84,reactive,64.0,16384.0,53248.0,1280.0,380.34285714285716,1,10,20.0,30.0,1024.0,2,58880.0
85,reactive,64.0,16384.0,53504.0,1024.0,368.99310344827586,1,12,16.0,28.0,5632.0,7,60416.0
86,reactive,64.0,16384.0,57856.0,768.0,366.17721518987344,8,12,12.0,24.0,8704.0,10,65280.0
87,reactive,64.0,16384.0,58880.0,768.0,370.314465408805,9,12,12.0,24.0,0.0,0,61952.0
88,reactive,64.0,16384.0,59904.0,768.0,379.1392405063291,12,12,12.0,24.0,0.0,0,62976.0
89,reactive,64.0,16384.0,52992.0,1024.0,365.46206896551723,1,11,16.0,27.0,12288.0,22,63232.0
90,reactive,64.0,16384.0,52224.0,1024.0,355.265306122449,1,11,16.0,27.0,3072.0,3,57856.0
91,reactive,64.0,16384.0,48128.0,1536.0,331.9172413793103,2,11,24.0,35.0,12800.0,15,60672.0
92,reactive,64.0,16384.0,48128.0,1536.0,331.9172413793103,2,11,24.0,35.0,0.0,0,54272.0
93,reactive,64.0,16384.0,46848.0,1024.0,327.6083916083916,2,11,16.0,27.0,3072.0,4,52480.0
94,reactive,64.0,16384.0,47872.0,1024.0,323.4594594594595,2,11,16.0,27.0,1536.0,2,52736.0
95,reactive,64.0,16384.0,44544.0,768.0,329.9555555555556,2,11,12.0,23.0,4096.0,7,49664.0
96,reactive,64.0,16384.0,44544.0,768.0,337.45454545454544,3,11,12.0,23.0,3072.0,7,49152.0
97,reactive,64.0,16384.0,46080.0,768.0,341.3333333333333,5,11,12.0,23.0,0.0,0,49152.0
98,reactive,64.0,16384.0,47872.0,768.0,344.40287769784175,4,11,12.0,23.0,1024.0,4,51456.0
99,reactive,64.0,16384.0,51456.0,768.0,343.04,2,11,12.0,23.0,1024.0,2,55040.0
4,history,64.0,16384.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0
5,history,64.0,16384.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0
6,history,64.0,16384.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0
7,history,64.0,16384.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0
8,history,64.0,16384.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0
9,history,64.0,16384.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0
10,history,64.0,16384.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0
11,history,64.0,16384.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0
12,history,64.0,16384.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0
13,history,64.0,16384.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0
14,history,64.0,16384.0,768.0,256.0,256.0,3,1,4.0,5.0,0.0,0,1792.0
15,history,64.0,16384.0,2816.0,256.0,256.0,11,1,4.0,5.0,0.0,0,3840.0
16,history,64.0,16384.0,6144.0,256.0,256.0,24,7,4.0,11.0,0.0,0,7168.0
17,history,64.0,16384.0,10752.0,256.0,256.0,42,7,4.0,11.0,0.0,0,11776.0
18,history,64.0,16384.0,12544.0,256.0,256.0,49,7,4.0,11.0,0.0,0,13568.0
19,history,64.0,16384.0,13056.0,256.0,256.0,51,7,4.0,11.0,0.0,0,14080.0
20,history,64.0,16384.0,13568.0,256.0,256.0,53,7,4.0,11.0,0.0,0,14592.0
21,history,64.0,16384.0,21504.0,512.0,272.2025316455696,5,10,8.0,18.0,4096.0,6,25600.0
22,history,64.0,16384.0,31232.0,1024.0,289.18518518518516,1,12,16.0,28.0,9728.0,10,40192.0
23,history,64.0,16384.0,34304.0,1024.0,303.57522123893807,1,12,16.0,28.0,6144.0,6,41472.0
24,history,64.0,16384.0,36096.0,768.0,300.8,4,12,12.0,24.0,0.0,0,39168.0
25,history,64.0,16384.0,37120.0,768.0,306.77685950413223,4,12,12.0,24.0,3072.0,4,41728.0
26,history,64.0,16384.0,34304.0,768.0,274.432,1,9,12.0,21.0,16896.0,23,45824.0
27,history,64.0,16384.0,45056.0,768.0,341.3333333333333,4,14,12.0,26.0,9728.0,20,52992.0
28,history,64.0,16384.0,48640.0,768.0,342.53521126760563,6,14,12.0,26.0,8192.0,12,55808.0
29,history,64.0,16384.0,45056.0,768.0,312.8888888888889,2,14,12.0,26.0,15360.0,20,55808.0
30,history,64.0,16384.0,47616.0,768.0,330.6666666666667,2,14,12.0,26.0,7168.0,13,54272.0
31,history,64.0,16384.0,46336.0,768.0,328.6241134751773,2,14,12.0,26.0,4096.0,8,51456.0
32,history,64.0,16384.0,43008.0,768.0,330.83076923076925,2,10,12.0,22.0,29696.0,35,60928.0
33,history,64.0,16384.0,39680.0,768.0,327.93388429752065,3,9,12.0,21.0,17920.0,25,51712.0
34,history,64.0,16384.0,36352.0,768.0,316.10434782608695,4,9,12.0,21.0,10240.0,24,44544.0
35,history,64.0,16384.0,32768.0,768.0,321.2549019607843,3,9,12.0,21.0,9216.0,19,40448.0
36,history,64.0,16384.0,35328.0,768.0,312.6371681415929,2,9,12.0,21.0,2560.0,3,39680.0
37,history,64.0,16384.0,37120.0,768.0,320.0,5,10,12.0,22.0,2560.0,8,41472.0
38,history,64.0,16384.0,35840.0,768.0,320.0,2,10,12.0,22.0,10752.0,15,44288.0
39,history,64.0,16384.0,33792.0,768.0,293.8434782608696,4,10,12.0,22.0,7168.0,12,40448.0
40,history,64.0,16384.0,33792.0,768.0,291.3103448275862,4,10,12.0,22.0,512.0,2,37120.0
41,history,64.0,16384.0,32768.0,512.0,284.9391304347826,13,11,8.0,19.0,8704.0,19,39168.0
42,history,64.0,16384.0,32512.0,512.0,295.56363636363636,17,8,8.0,16.0,10240.0,19,39680.0
43,history,64.0,16384.0,33792.0,768.0,301.7142857142857,1,8,12.0,20.0,512.0,2,37120.0
